what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392761981992
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392761981992
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1392761991759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392761994227
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1392761996535
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1392761996846
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392761997263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392761997477
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1392761997540
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392761999334
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392762008333
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762009273
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762009511
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762009699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762013682
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762013891
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762014055
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762019866
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1392762034087
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762037606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762056919
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762060193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392762063002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1392762068427
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762070308
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1392762081773
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762083038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392762086465
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762092096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762094331
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762094373
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392762101478
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762102426
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392762112883
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.0.v201105180000,"org.eclipse.jpt.jaxb.ui",1392762127645
started,bundle,org.eclipse.jpt.jpa.ui,3.0.0.v201105170000,"org.eclipse.jpt.jpa.ui",1392762127679
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1392762127818
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1392762127845
started,bundle,org.eclipse.pde.api.tools,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools",1392762127995
started,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1392762128004
started,bundle,org.eclipse.jpt.jaxb.core,1.0.0.v201105240000,"org.eclipse.jpt.jaxb.core",1392762128167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762130056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762130316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1392762142658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392762148741
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392762155221
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762157255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762157503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392762167232
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1392762168728
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762170467
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1392762171489
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1392762171769
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1392762171827
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1392762172011
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392762172445
started,bundle,com.android.ide.eclipse.ndk,22.3.0.v201310242005-887826,"com.android.ide.eclipse.ndk",1392762172746
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762173347
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1392762176301
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1392762178282
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1392762178297
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1392762178380
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1392762178382
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1392762179083
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1392762182202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762182292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762185085
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762185519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762187423
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762190081
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1392762227764
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1392762229440
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762231615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392762235267
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762237385
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762249321
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762249321
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1392762250837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762254832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762257196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1392762257213
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392762260240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762276289
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762277954
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1392762287965
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762291314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762795949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392762813178
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763013352
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763017803
error,log,,,"Failed to load properties file for project 'MyGeoLocation'",1392763033886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763034461
opened,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392763055576
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392763055794
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392763056003
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392763056201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763056322
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1392763056675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763167000
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1392763173578
opened,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1392763183652
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1392763183904
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763185526
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763189858
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392763189988
closed,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392763191737
closed,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1392763193425
closed,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392763195274
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392763196439
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763200878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763202117
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392763230742
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392763237747
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392763250539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392763263461
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392763281534
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1392763286448
closed,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1392763286448
opened,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392763293595
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392763293682
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1392763297594
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1392763321497
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763329472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763330970
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392763337853
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1392763352302
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392763357979
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1392763373206
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392763377941
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1392763385115
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392763413208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763472034
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763472818
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392763513678
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763556525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763580609
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1392763588079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763605431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763610484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763610631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763616242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763625716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763627212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763627326
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763629778
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392763631283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763632348
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763643644
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763650790
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763661985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763666100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763674445
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763677029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763687643
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392763690788
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1392763692061
closed,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1392763692061
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1392763694030
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392763694349
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392763694548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763695992
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763702690
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763704732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763716329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763717652
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763729360
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392763758382
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763766183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763768064
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392763773302
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392763775251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763778729
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763789986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763798023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763798094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392763798111
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392763810079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763811053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763811249
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392763814184
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763821466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763829760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763832864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763836215
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763875322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392763877857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392763881704
